title,reviewer,travel_root,text,flight_type,rating,travel_date,reviewed_Date,Legroom_rating,Seat comfort_rating,In-flight Entertainment,Customer service,Value for money,Cleanliness,Check-in and boarding,Food and Beverage
Poor Mobile checkin service.,Srinivas Rao Vudiga,New Delhi - Hyderabad,It's bit difficult to do the Web checkin from Mobile phone unlike other Airlines where web check in is quite easy. There are pops ups generated for every click that won't go to a new screen and in the end checkin won't complete. Due to the above issues i was unable to do a web checking and counter checkin got delayed 5 minutes due to my connecting flight arrived late. So could not complete the boarding.,Domestic,1.0,July 2022,10 July 2022,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fantastic Local airline,Neha V,Mumbai - Goa,"We have travelled with vistara on various occasions from Mumbai - Goa. No issues ever, always on time, no luggage issues. 
Excellent staff and service,",Domestic,5.0,April 2022,8 July 2022,4.0,4.0,N/A,5.0,4.0,5.0,5.0,N/A
Major inconvenience and stolen Alexa!!,Sonali Y,Bremen - Kolkata (Calcutta),Still waiting for a reimbursement for 230 euros that I had to pay due to negligence caused by this airline and also my Alexa got stolen from the front chamber of my bag when it was held for a few days by the airline staff when the bag got stuck in customs! I absolutely do not recommend to take this airline unless you want to pay out of your savings for robbery and negligence.,International,1.0,February 2022,5 July 2022,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Worst airline ever,HRIDAYESH N,London - New Delhi,"Unless you have money to waste or want to be treated like a freeloader don't travel on Vistara .The staff both on ground and in flight treat the passengers like they are travelling for free.There is absolutely no respect given .On top of this the operations are terrible to say the least 
The gates at Heathrow were announced 15 minutes before the gates closed.Consodering the size of the airport it was highly inconvenient.The flights neither take of nor land in time .Out fight was supposed to depart fr Delhi airport at 15:55 as per their boarding pass.But they called us to check out baggage for something even though the luggage was cleared at Heathrow airport and Delhi customs.They made us wait for absolutely no reason for almost half an hour .We had to run back to the boarding gate so that we don't miss our flight.One of the worst airline ever .Never fly Vistara again . They had broken the locks on all out check in luggage and stated that they came that way. For the price we pay the service is pathetic to say the least .So unless you have money to waste or you want to experience the worst airline in the world and ruin your trip and lose your interest in travel don't ever travel in Vistara .The staff who are hardly exist around the airport are so arrogant and rude They treat passengers like they are travelling for free.They treat the customers in such a bad way .. it's out of spite .I have flown in kanu national and international airlines at 1/4th of this cost and the service was 100 times better 
NEVER EVER FLY VISTARA IF YOU WANT A HAPPY JOURNEY. ITS ONE OF THE WORST AIRLINES IN EXISTENCE. I HOPE I NEVER EVERY HAVE TO FLY AGAIN IN THIS PATHETIC AIRLINES EVER AGAIN",International,1.0,July 2022,5 July 2022,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Not a terrific flight to Indore,Aarav Nigam,Srinagar - Indore,"This was one of the worst flights I have flown. They did not serve proper food. The Vistara World system did not work. The flight was delayed. 

Vistara should improve the service on short domestic flights.

The aircraft was a ex WOW air aircraft so the seats weren't comfortable enough.

VT-TNN A320N",Domestic,2.0,July 2022,5 July 2022,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Lied about rebooking policy,Bill M,Frankfurt - Guwahati,"when they cancelled my flight, Vistara said on the phone I could rebook for six months later. I then went to rebook and they didn't let me go beyond 3 months. No interest in helping me out, resolving the problem or even admitting that someone might have said the wrong thing. The 'open ticket' system is a confusing farce",International,1.0,March 2022,4 July 2022,N/A,N/A,N/A,1.0,N/A,N/A,N/A,N/A
Staff member's behaviour with a lone female traveller,Davinder S,New Delhi - London,"I wrote the following email to them:

I am a British citizen, and I invited my sister to visit me. My sister provided all the relevant documents to British Council and got visa to visit me. Unfortunately, she decided to book Vistara airline flight to come to London. She was embarrassed and treated like a fraud traveller by your member of staff at Delhi airport today.
 
My sister was travelling on her own and felt very embarrassed by the way she was grilled by your member of staff before issuing a boarding pass. Your staff member was scratching visa sticker with his fingernail on her passport believing it was a fake visa, then he was asking who was she going see in London? He not only stooped there he also asked my sister to prove she was going to see her brother in London. My sister was made to wait at the counter for about 15 minutes before he issued boarding pass. She was asked to make phone call to London to get my London address proof and proof of my relationship with her as brother.
 
Please tell me when airline staff have been asked to behave like a police officer or immigration officer. Immigration officer at Delhi airport had no problem with her travelling to London but your staff member seems to be pretty sure that my sister was travelling on fake visa or she got UK visa by presenting fake documents.
 
I would be thankful if you could justify your staff member’s behaviour under the given circumstances.",International,1.0,July 2022,4 July 2022,N/A,N/A,N/A,1.0,N/A,N/A,1.0,N/A
Worst... arrogant...,Frustrated user,New Delhi - Thiruvananthapuram (Trivandrum),One of the worst airline I have ever seen.. staff are unbelievably rude. Even though My international flight got delayed  I was there before 1.5 hours before they were not listening and forcing me to check in the reservation and there was no flights on that day to thiruvananthapuram .. I was left without any option other than booking from another airline and lost my 16k rupees.,Domestic,1.0,July 2022,3 July 2022,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Limited flights leading to inconveniences,Jagannath K,Bengaluru - Coimbatore,"I booked an evening flight for travel from bengaluru to coimbatore. Before three days of travel, they sent a message stating my flight was cancelled. I was given the option of either getting full refund or booking in the morning flight. Unfortunately, they have limited flights and booking in another airline in the last minute was more expensive. Vistara was not willing to bear the difference in cost, though it was their moral duty. 

Having left with no option, I got myself booked in the early morning flight and had to bear additional cost of stay at the destination. Though airline apologised for the inconvenience, it is of no value to the passenger as he is suffering the loss. Airlines must be made liable to pay additional costs due to flight cancellations like a passenger bears cost on cancelling his ticket. Aviation authorities need to explore this point to have fair deal to passengers.",Domestic,3.0,June 2022,3 July 2022,4.0,3.0,2.0,2.0,2.0,4.0,4.0,3.0
Lack of information,Mj,Kolkata (Calcutta) - Mumbai,I was bording from kolkata to maumbai in morning but unfortunately to say that the lady staff ms salini was very slow and unprofessional with us.,Domestic,1.0,July 2022,1 July 2022,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Nice short flight from Indore to Srinagar,Aarav Nigam,Indore - Srinagar,"I was travelling with my family (all 7 of us) to Srinagar on 30th June. We left early from Indore to take the flight at 8 am. We left on time from Indore... However the flight from Indore was delayed by 1 hour. We were suprised that we had to be on the same plane for both flights. The second flight was only an hour from Delhi to Srinagar. 

One thing I disliked is that they weren't being honest on what aircraft we were flying. We thought at first we were flying an A321neo, but instead flew an all economy A320neo. 

We have received vegetarian snack boxes and nothing else, which was not full service for a 1 hour flight. Vistara needs to improve on the onboard service for express shorthaul flights.

However the cabin crew and staff were really nice and advised everyone onboard what to do.

Aircraft type: VT-TYB A320N",Domestic,4.0,June 2022,30 June 2022,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"they texted come 4 hrs before departure, but counters weren't open",tejasparekh3,Mumbai - Singapore,"there were sms that please come early(4 hrs before departure) to airport, however their counters open only 3hr 45 mins before departure. so one ends up sitting randomly.
also they served breakfast in the middle of the flight, so one doesn't get to sleep 4 hrs in a 6 hr flight.
besides this every thing was wonderful",Southeast Asia,5.0,June 2022,28 June 2022,4.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0
full flat business class in a small plane,tejasparekh3,Mumbai - Singapore,"I was pleasantly surprised by the layout in this single aisle aircraft. the business class had fully reclining seats, unlike in all other single line aircraft's that I have travelled in. 
the plane is a new airbus 321 NX.
as always the service and announcements and food were upto the mark and more",Southeast Asia,5.0,June 2022,28 June 2022,4.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0
Good prices and hospitality but poor customer service,Mehul verma,New Delhi - London,"The customer service is very poor. 
I was lucky to speak with Khyati who understood my issue and resolved it accordingly. 

Most of the customer service representatives I have spoken with don't understand the issue. 

The experience and and prices are worth it totally. It's just the customer service that wasn't good for me.",International,3.0,May 2022,26 June 2022,4.0,4.0,5.0,2.0,4.0,4.0,4.0,3.0
One of the Best domestic airlines in India .,Anika Sharma,New Delhi - Mumbai,"We flew recently from Delhi to Mumbai in Vistara .

The overall experience was great - clean and classy interiors ,courteous staff , food served is I think one of the best in domestic sector ( we got complimentary option of samosa chole (chickpeas) in veg, pasta and chicken puff in non veg) followed by butterscotch ice cream. Take off and landing was on time ,we did not have to wait much for the luggage too .

I loved their in -flight magazine! It was an issue on travel and the team had done an extensive effort for the same .",Domestic,4.0,May 2022,19 June 2022,4.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0
WORST Customer service.,Mary T,Paris - New Delhi,"WORST Customer service. My plane has been cancelled and I've only been informed eight hours prior to the departure. Now, I've been waiting for a refund and a compensation for more than 5 months now, and it is still not resolved. Nobody is answering me now.",International,1.0,January 2022,17 June 2022,3.0,2.0,2.0,1.0,3.0,2.0,1.0,1.0
Ship Hotel Engineer,Milan Cubric,Mumbai - Chennai (Madras),"Today 17 06 2022 I came with fly UK 0821 from Mumbai. 
Somehow my luggage did not arrive
I receive huge support from young person who working on Luggage claim desk in Chennai Airport. Even he doing what is not his part of job. 
Thanks very much for his professional job because I am seaman.",Domestic,5.0,June 2022,17 June 2022,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Meals taste and quantum,preetsagargupta,New Delhi - London,"Plane good crew good. But meals and snacks though from 5star hotel not to taste of flight full of passengers from india. Every country thinks of its own taste but indians boast of what foreigners like. When flight is from delhi to london ,surely it will load passengers belonging to that area. So meals should be of their taste in general.Above all quantum of food was miserably less in main lunch and snacks. Rubbing salt on wound was delivering speed was pathetic. Myself sitting at seat no 57B flight no UK 17 dt 12.6.22 COULD GET MY LUNCH AT 4.30PM while plane had took off at 2.40pm. Now just imagine plight of passenger in wait for turned out to be a meagre piece of lunch served so late. Not at all talk of drink which some airlines even serve before major meals.
Really sorry to imagine Vistara from stable alike Tatas. So now overtaking Air India people can well imagine the type of service forthcoming.",International,3.0,June 2022,17 June 2022,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Worst Experience Ever - Never Flying with these thugs again,anshuman,New Delhi - Mumbai,Was flying from New Delhi to Mumbai alongwith my wife and 8 year old kid. Was asked by a ground staff member to stand in the priority queue for folks with infants and elderly instead of the normal queue. The queue did not move for 15 minutes while the normal queue operated well. I could see multiple Vistara folks just joking and hanging about instead of paying attention to the jammed priority queue - asked twice for help but to no avail. Eventually when we got to the counter there was a thug sitting who argued with me and told me not to complain about the slow moving queue to him as it was not his lookout. He asked for my name roguishly and my kid started crying. I was dumbfounded and angry but even upon complaining to the Senior Vistara folks at New Delhi airport non of the thugs even as much as issued an apology. I promised myself never to give these goons a chance to serve me or my friends or family. Have been flying other airlines ever since. Happy to put these rude Vistara thugs and goons in the never to be looked at again list.,Domestic,1.0,July 2021,6 June 2022,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Don't opt this airline,Mahadevi N Naik,Bengaluru - New Delhi,"My flight got delayed, so asked for rescheduling to next onboarding  flight on the same day. But instead of reschedule they told me to wait. After that they told me to cancel earlier flight and book a new flight with full amount for booking. Worst experience ever.",Domestic,1.0,June 2022,3 June 2022,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Customer support cut the call,Sem,Hyderabad - Amsterdam,Called Vistara customer support to ask how much it will cost to check in luggage at the airport. The call was cut when he didn't know the answer. Pathethic.,International,1.0,June 2022,3 June 2022,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Passable..!!,Ravikumar T,Bengaluru - Mumbai,"Hello to all readers and to all staff@Trip.
I flew with Vistara from BLR to MUM in September 2021. This was a part onward journey to get my plane from Mumbai to London. The flight like my time above says was passable. The plane was an A320 Neo. A short evening flight , if I can say that. The economy experience was same as I would expect on a domestic flight. Right from check-in to seating to getting off-board.....wasn't chaotic but at the same time it wasn't smooth. I wanted to get from A to B. Thats pretty much it ! Pics attached.",Domestic,1.0,September 2021,2 June 2022,3.0,2.0,1.0,1.0,3.0,3.0,1.0,1.0
Boarding easily with vistara,Roli Mishra,Coimbatore - Mumbai,I was traveling with my family of 9 people from coimbatore to Mumbai. We had 2 toddlers with us.. Miss jeena p p who was at the ticket counter was so helpful.. she guided us so nicely and was so quick with the luggage and boarding pass that we didn't had to wait so long.. and also at the time of boarding she made sure that the 2 toddlers board the flight ✈️ first and then the rest.. she is so helpful.. thank u Jeena and thank you vistara for your assistance.. we will definitely travel with you soon,Domestic,4.0,May 2022,31 May 2022,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
# Pathetic service and insensitive staff,Nivedita Mukherjee,Kolkata (Calcutta) - Mumbai,I was traveling with my kids.... In which 1 of them is infant.... I was calling the air hostess to clear the table but they were coming after 15 to 20 mins.... It's not at all child friendly flight as they don't care that babies can get hungry any point of time.... Nobody was helping me to take out my hand baggage from cabin.....worst experience ever had..... For sure not going to travel with vistara any more.....,Domestic,1.0,May 2022,28 May 2022,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Gross overcharging my credit card after confirming the ticket prise,Atul T,Ahmedabad - New Delhi,"I booked the ticket on line and the price quoted was INR 15, 410 which anyway was much higher than normal due to last minute booking. That was okay. However, they charged my credit card for $ 456.61 which was much more than twice the amount due. My numerous call to them and emails did not get any or vague responses. During my conversation with their CS Reps, they continue to confirm that the ticket cost was INR 15,410 and were unable to advise why they charged the higher amount. I feel this is an unacceptable behavior on their part and amount to cheating their passengers in broad daylight!",Domestic,2.0,May 2022,27 May 2022,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Will not be using this airline ever again.,Mrs Kaur,London - Amritsar,"I have many issues with this airline. Travelled with my husband and 10 month baby. 

1. Selected economy flexi for the outbound flight and economy value for the inbound flight. 
Economy flexi included no extra charge for changing date (for more money) of outbound flight which was perfect as our plans for outbound date were not concrete and may need to travel earlier. 

Indeed we needed to change the flight date, was informed by email there would be charges as the “most restrictive rules apply” which means as I selected econemy value for the inbound flight, the rules were based on this ticket despite pay exta money for three people for the economy flexi! Therefor this airline advertises services for more money that is not given to customer when requested because in there FAQ it states quite slyly the rules - but not at the time of booking! I paid more money for a service that was not provided as when I contacted to change to earlier date I was told I had to pay approx £400 to change the dates for the three of us. 

2. It was my first time travelling with a baby on a long haul journey. I emailed customer services to ensure I understood rules around liquids as my baby drank 260mls of formula milk three times a day - over the limit as liquids can only be carried in 100mls. 

I was advised that I could not carry liquid more than 100ml in bottle and had to buy premade formula bottles of 100 ml to ensure my child didn’t go hungry and cry. When got to air port it was clearly stated that baby milk could be carried in more quantity. 

The emails I received from customer service were not sympathetic. The only thing this airline cares about is making conning money from customers. 

3. I was receiving contradicting information from reps about how much baggage was allowed as It was not clear on the ticket. It was confusing as econemy flexi  allowed more than economy value. In the end I opted to take less baggage as I knew it was another way of conning me for extra money. 

4. E-tickets for individual family members for same booking reference provided rather than one e-ticket with all family member names. This is not environmentally friendly. My 10 month old baby does not need her only e-ticket. 

5. Air vistara do not send an itemised receipt for what had been paid for. Instead send amount paid in total on the e-ticket without the different fares paid for! 

There are other issues I had with being told wrong information regarding stroller for baby and baggage transfer. So many issues and probably haven’t remembered them all. 

As a mother on maternity leave I’ve paid a lot of money for a service I did not receive. I have lost out on money which I can use for my 10 month old baby and towards her quality of life. This airline trades under UK Laws and this is illegal.  

I have emailed custrelations@airvistara.com as suggested by the reps as I am unhappy and want the difference between economy flexi and value on the day of booking refunded back to me.  I have not received a reply. 

My original email was sent on 6th May. Automated email was sent to say I’ll receive a reply within 3-5 working days. 
I forwarded the email to them again on 17th May requesting confirmation that they received the email. I have not yet heard from them. I have forwarded the same complaint email 5 more times today and will give them a further 5 working days to respond and act. If I do not here anything I will be escalating complaint to the Civil Aviation Authority (CAA) regarding The Operation of Air Services (Pricing etc) Regulations 2013 regarding Consumer Protection. 

Below are pictures of some of the emails with contradicting information from the reps and e-ticket with no mention of type of fare paid for. 

I do not advise anyone to book with this airline they take your money at any given chance illegally.",International,1.0,April 2022,27 May 2022,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
a fraud company with no morals....,Puneet T,London - New Delhi,"I took business class 2-3 times in last 6 months on Vistara from London to Delhi. i then joined Club vistara and parking my points earned. however, they opend a fake account on my name and moved my points to there without my knowledge.

when after chasing them, they suspended my entire original account so all my points cannot be accesed. after 2 months of chasing they demanded origial boarding pass? i emailed them and they stopped replying.

i want to want all passengers flying on vistara. pls don't get into their club cv points as its a big scam they steal points and pass to their friends and family so they can enjoy benefits.

i will never fly them again. they are a fraud company. a black spot on TATA group which is known for good work.

they have completely stopped replying. pls avoid.

it's a disgrace airlines....absolutely avoid as they wil steal your benefits.",International,1.0,March 2022,22 May 2022,N/A,N/A,N/A,1.0,N/A,N/A,N/A,N/A
Best Hospitality #Vistara,Pankaj Singh,Goa - New Delhi,"#Vistara This is the best airline I have ever been on, Fortunately, had the BEST flight attendant #Ishika who was utmost professional, friendly, and kind. I had the regular amount of interaction with her as with any attendant, but in every interaction, she was always helpful and kind. I also wanted to mention all her team members name as the group of crew members today was really awesome, Akriti, Anketa, Madhulika & Kimneihoi. There was plenty of leg space and the seats were very comfortable. It was also very clean, and the food was amazing. Really loved Vistara, I have travelled with many airlines but Vistara is one of my favourite now. Everything was perfect !!

Best Regards 
Pankaj Singh
8527197588
Flight- UK848
GOI-Del
22nd May
Seat- 22C
#Vistara #Airline",Domestic,5.0,May 2022,22 May 2022,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
“Worst experience” in vistara UK 105  from mumbai to Singapore,aysha k,Mumbai - Singapore,"It was worst flight experience Worst cabin crew especially    Geeta who was cabin crew supervisor she is a  worst lady we  ever met 
She made whole journey uncomfortable for us totally mannerless rude would never ever fly in vistara",Southeast Asia,1.0,April 2022,21 May 2022,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Terrible customer service,Shan B,London - New Delhi,We are about to fly to Delhi and just realised there was a silly mistake during booking that I forgot to put my maiden name which is on the passport. Now this airline is making me cancel the ticket and rebook and charging double the amount because they can’t manually change the surname. I could understand that they are charging me to change the surname but they are taking the advantage of my situation and making me pay double the price for the same ticket. Really disappointed with the service when they take advantage of your situation.,International,1.0,May 2022,20 May 2022,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Really very thank you for your support,Rohit Parab,Bengaluru - Mumbai,"The team really helped me alot during my worst time. I was basically incapacitated below my waist due to an accident. But their team helped to reached my home. I was on UK486 (11th May)

Thank you very much team Vistara forever grateful to you

I would highly recommended this airline all",Domestic,5.0,May 2022,16 May 2022,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Flight review,Poorvi Tandon,Lucknow - Pune,"I really loved vistara, I have travelled with many airlines and vistara is one of my favourites. Everything was perfect. Their staffs, members, food, hygiene were up to mark and really appreciable. I wish to travel with them again.",Domestic,5.0,January 2022,14 May 2022,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Zero care for senior citizens,Amit,New Delhi - Mumbai,Shocking check-in experience. Made us wait on purpose to clear the regular queues completely ignoring senior citizens. Really disrespectful from this Delhi check-in team. My parents ended up walking to the gate instead of using wheelchair assistance.,Domestic,1.0,May 2022,14 May 2022,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Denied boarding,Ashwini,Pune - New Delhi,Denied boarding although we were at 5:10AM on check in counter for 5:55 AM flight. We were 5 people with an infant and they could not accomodate our request...they treated us very unprofessional... They allowed onboarding another guy which was reached just 2 min back...they just ignored us..we lost more than 30k..we also requested for refund but they didn't.,Domestic,1.0,May 2022,14 May 2022,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Good service--but old aircraft,Natarajan S,Chennai (Madras) - Mumbai,"The cabin service  was very good;  the food could be more elaborate--especially for a full lunch!  But the seat was not comfortable--either in terms of seat cushion or the footrest--because this is an old aircraft. For the price charged for Business Class, one expects better comforts!",Domestic,3.0,May 2022,9 May 2022,4.0,3.0,N/A,4.0,3.0,5.0,4.0,3.0
Denied boarding,Sarthak,New Delhi - Bagdogra,"Denied boarding although we were at 6:55 AM on check in counter for 7:50 AM flight.
We were with an infant and they could not accomodate our request.",Domestic,1.0,May 2022,3 May 2022,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Pretty smooth flight,Sham,Chennai (Madras) - New Delhi,"Had an excellent smooth trip in Vistara Business class
Service and food was awesome

Inflight entertainment was missing",Domestic,4.0,April 2022,30 April 2022,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Unforgettably relaxing,Alisha H,London - Agra,"This airline made my trip unforgettably relaxing. The wonderful cabin crew and check in staff were so approachable and accommodating. When I needed extra help, they responded immediately and courteously. That’s what I would call first-class customer service. I'll have no hesitation in using this airline again for any forthcoming trips.",International,4.0,March 2022,28 April 2022,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
the worst airlines,Likhitha,Frankfurt - New Delhi,"No responsibility, no proper information, no email regarding the canceled flight. Worst customer service, they do not even try to listen nor understand the questions. Waste of time speaking with them, and waste of time waiting for the next flight. With their cheap strategies, time does not matter to these airlines staff.  I recommend not to book with VISTARA.",International,2.0,April 2022,25 April 2022,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0
"A very good new airline, with no major issues.",Pardeep S,London - New Delhi,"We had a really good experience with Vistara in our round trip from London to Delhi. The stuff was very kind and helpful. The help we received in Delhi from the wheel chair assistance was really good, they were very professional and helpful, and they were not looking for any additional money. 

The food can be improved.",International,4.0,April 2022,24 April 2022,4.0,4.0,3.0,5.0,5.0,4.0,5.0,4.0
Late Checkin,Parambir Singh,Guwahati - New Delhi,"Excellent Airlines. 
We were delayed due to heavy traffic on way to Airport and inspite of all counters being closed we were made comfortable and allowed boarding at the boarding gate 30 mins before take off and they even accepted our check in baggage in the gate itself.  Thank you Vistara 👍",Domestic,5.0,April 2022,23 April 2022,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Poor Service, esp the Customer service",Vivek G,New Delhi - London,"I travelled from New Delhi to Heathrow on 25th March. On landing, found one of my baggage in a very bad shape. I reported the issue at the airport. The official advised to send a mail. Sent the mail three times and spoke to the customer service 8 times. Nothing sorted out. Customer service adv to send the email to custrelations@vistara.com. the issue was raised to London team on 04.04.2022 as per customer care guy, and till today the London team has not reverted back. I sent total 3 emails to the team. The complaint is booked with the reference number TCT202204125196183. Everytime they put the call on hold to forward to the seniors. No senior or the customer service has reverted back. It shows how worst service vistara provides to the customers.",International,1.0,March 2022,16 April 2022,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Mr,Tarun,London - New Delhi,"We arrived delhi on 11th April and reported our missing bag, staff member mentioned bag was never been dispatched from London and provided assurances that it will arrive on next day flight and gave me a wrong tracking number after contacting so many times I was provided with reference number DELUk….which shows file been removed from world tracking system. Mean while contacting on other Vistara help line they mentioned nothing like this happened.
Seems like with combination their own staff stealing the bags.",International,1.0,April 2022,15 April 2022,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Worst flight I ever travelled,Nidhi,Patna - New Delhi,Staff is very rude emotionless. Food they give us very bad.  Very conjusted seats. Overall pathetic flight.,Domestic,1.0,April 2022,13 April 2022,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Professional Service,bsingh,New Delhi - Ahmedabad,We took flight UK 969 on 12 April 2022. Check in was smooth. Flight departed on time. Crew were courteous. Food quality was good. It arrived at the destination before time.,Domestic,5.0,April 2022,12 April 2022,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Very terrible pilot and useless wifi,Supratik Das,New Delhi - Bhubaneswar,The pilot was On crack while driving otherwise I wouldn't suffer so much. Please fire these idiot pilot who give their passengers a new fear. The wifi was for name only.,Domestic,1.0,April 2022,11 April 2022,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Making a meaningful difference,har25sh,Chennai (Madras) - New Delhi,"At a time when carriers like Indigo are trying to exploit customers by levying compulsory charges for online seat selection and charging steeply for the average in flight meals, Vistara is truly creating a delightful impact.

Pros :

1. You can select the seat of your choice for free during booking (Half the seats are free of charge (including Window seats) and they're pretty good)
2. You don't have to pre-book/pay for the meals and they taste just great & there's no compromise on the quantity/quality because it is given for free
3. There's inflight entertainment with engaging content to watch and you are given complimentary earphones.
4. Cleanliness cannot be questioned and the aircraft is pretty well maintained.
5. Competitive price

I cannot think of any cons. If they introduce more routes in the coming days, I'll book tickets with them in the blink of an eye.",Domestic,5.0,February 2022,10 April 2022,4.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0
Bad behaviour by Vistara boarding staff,Guruprit singh,Hyderabad - New Delhi,"Misbehave & rudely talking of one of vistara staff name Bhanu Prasad about they are talking very rudely with us & saying that you are just traveling in flight
You don't buy a plane",Domestic,1.0,March 2022,28 March 2022,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Terrible service on the ground,Miron,Thiruvananthapuram (Trivandrum) - New Delhi,"Because my luggage was heavier than the maximum allowed.. Instead of offering me extra pay for extra kilograms, they offered me a business class..

I haven't felt so humiliated and deceived in a long time..",Domestic,1.0,March 2022,25 March 2022,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Hidden clauses/ charges every time you make changes to your booking,aditi,Bengaluru - New Delhi,"When we made our booking with Vistara in Feb 2022 we specifically made sure that we took the option which allowed for one free date change in case we got covid. we were traveling from Sydney with a toddler so we had a pram and excess baggage coming in. So we purchased excess baggage worth INR 30,000 on Vistara for our domestic flight from Del- Blr return. 
As expected we contracted covid & had to reschedule our return flight. While there were no charges to the fare, the excess baggage payment of INR 15000 would not be carried forward for our new flight & would have to be forfeited. Why??? Why do airlines do this?? Now I will have to purchase excess baggage again.",Domestic,4.0,March 2022,24 March 2022,4.0,3.0,4.0,5.0,4.0,4.0,4.0,4.0
My initial experience with Vistara .... and it was good!,FATCAT20,Amritsar - New Delhi,"As a regular traveller with various airlines over the years I was not sure what to expect with my initial experience of Vistara. I am very happy to admit it was excellent!

The staff were very welcoming and supportive throughtout. The check-in was relatively smooth without any issues. The following onboard experience was a clean and functional cabin and professional crew that seemed to care about the quality of service they delivered, good job!

I shall most definately fly with Vistara again and so far top the list of domestic Indian carriers as far as I am concerned. There are many other reviews that attempt to paint this airline in a negative light but many of those are from pushy and entitled passengers or those who are at fault for their own disorganised behaviour and want to unjustifiably blame the airline/staff).",Domestic,5.0,March 2022,21 March 2022,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0
Rude behaviour and mannerism,Maverick,Bengaluru - Frankfurt,I was getting treated quite bad in Vistara flight bound to Frankfurt. My seat was allocated to some random person upon my visit to the lavatory. The Air hostess casually recommended to take another seat whilst I insisted on my rights. She had no right to allocate my seat to someone else without consulting with me coz i paid for it. It’s customary to ask someone before just allotting their seat and she didn’t even apologise for such an act. Probably my first and last trip after that incident.,International,1.0,February 2022,21 March 2022,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Vikram Pahwa,btplonline,New Delhi - Ranchi,Good Travel Experience .Ensured flight leaves on time .Pulled us out from long queue to ensure others doesn't suffer because of check inn delays .,Domestic,5.0,March 2022,20 March 2022,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
A Horrible Flight with bad service,Hardeep S,London - New Delhi,I flew with Vistara from LHR to Del on the 16th March by Business Class. I have problems with my feet and cant walk properly so requested for Wheelchair Assistance on both sectors but when i reached the Check In ..they made me wait 4 hours before getting me a wheel chair and then they had no one to take me to the aircraft and finally reached 20 mins late. Once inside i was in for a ride shock...They say its a Luxurious Business class but the seat is one of the worst ever. Hardly any space t get inside and very limited mobility space. No welcome drink or customer service. Access to the washrooms wasnt given till 2 hours into the flight. Meal service was disgusting and pathetic quantity. The seats are very dissapointing and not at all comfortable. Leg space is even worse. Flight attendants are not good. The polot flew the  flight wearing a Track Suit- No idea who he was and the first time ever ive seen this . DONT FLY. You are in for a RUDE SHOCK,International,2.0,March 2022,18 March 2022,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0
