title,reviewer,travel_root,text,flight_type,rating,travel_date,reviewed_Date,Legroom_rating,Seat comfort_rating,In-flight Entertainment,Customer service,Value for money,Cleanliness,Check-in and boarding,Food and Beverage
Complete frauds. Please don't support.,Discover33550473220,Mumbai - Istanbul,"If I could give them a 0, I would. They sent me an email saying my flight was canceled. But it wasn't. Missed my flight, they bounced us to 4 different people, never explained the email (though they admitted they sent it), gave us literally 10 different flight statuses (yes its delayed. No, it took off 5 min ago. Oh now it is delayed 10 hours). Then gave a hard time to get refund. Never gave us a supervisor. I had to cancel my vacation. I was treated like an animal. Taking them to court. This was a codeshare with Turkish Airlines and I suspect they overbooked. I'm livid.",International,1.0,March 2024,8 March 2024,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Continuously rescheduling the flights,Tour47735070409,Bengaluru - Pune,Very bad service. Rescheduling flights just before an hour everytime. No compensation provided after consequent rescheduled flights,Domestic,1.0,March 2024,7 March 2024,1.0,1.0,1.0,1.0,N/A,N/A,N/A,N/A
Worst,Murtuza M,Coimbatore - Mumbai,Worst flight too catch ever in two case in theee days all they flight are delayed highly unprofessional never will travel in indigo,Domestic,1.0,March 2024,7 March 2024,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Indigo worst carrier,Leslie,Mumbai - Chennai (Madras),Worst service. They bloody prepone the flight and once the passengers boards the flight they will make you wait for an 1 hour inside without giving any reason for the delay.,Domestic,1.0,March 2024,6 March 2024,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Jasline crew best staff,Mohammed,Riyadh - Mumbai,"Jasline cabin crew was best staff in flight she had good manner of hospitality
She was very dedicated to her job with pleasent smile I really like bcz she is adding value to indigo airlines
Thnx again jasline for ur great hospitality 🥰🥰🥰🥰",International,5.0,March 2024,6 March 2024,5.0,5.0,2.0,5.0,5.0,5.0,5.0,5.0
The worst trip ever,Travel28511632030,Mumbai - Doha,"We had a terrible experience going both ways. The ground crew were rather rude and kept asking us the same questions. Getting my husband a wheelchair seemed like an ordeal rather than a service.
They treated us as inexperienced travelers.
The seats were uncomfortable, having very little padding. There was no entertainment available. When passing out food, they sort of threw it at us simply because we were unaware of their policy and asked questions. Their knowledge of English  I believe, was perhaps the problem. On our return flight, it took 1.5 hours longer than expected, with no explanation given. It was extremely turbulent, but no reassurance from the pilot. I would not reccomend using the airline.",International,3.0,March 2024,5 March 2024,3.0,1.0,1.0,1.0,2.0,3.0,1.0,3.0
“PLAN B” AIRLINE,Bruce M,Goa - Coimbatore,"We used IndiGo for 2 of our 3 Domestic flights in India. They endless changed our flight schedule for both flights so many times it was hard to keep up and rescheduled meetings etc….

Our direct flight from GOX - CJB originally scheduled for a Thursday morning was cancelled 3 months out, so we used their “Plan B” to change to a Wednesday evening. They then cancelled that less than 48 hrs before departure and again we used “Plan B” to change to Wed morning. 

Even though Indigo is a budget carrier they are useless if at the very least they can’t keep a schedule.

IndiGo is a “PlanB” carrier, in other words if you have Plan A use it!",Domestic,1.0,March 2024,5 March 2024,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Avoid at all costs,Curious55747868765,Jaipur - Chennai (Madras),"From my experience with the staff and scheduling, I’d have to give it a minus star. 

I was on a connecting flight which was delayed, leaving less than 1 hour of a transfer, which involved moving from one airport to another(not advised on ticket). Ultimately, after going through security and getting to the gate, the flight has departed 20 minutes before the scheduled time displayed on the screens. 

The staff were condescending when I asked, with one woman saying ‘why didn’t you get a taxi’ from the other airport to here as though the other staff member insisting I get on the transfer bus was a fraud. 

I think I’d rather jump on a refugee boat than fly with this airline again.",Domestic,1.0,March 2024,5 March 2024,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Worst airline,Navigator751546,Mumbai - Bengaluru,"If I have a choice I would pickup others airline in India to travel. Flights are delayed without any explanation or reason.  It use to be very efficient, now it’s just chaos. Delays delays",Domestic,1.0,March 2024,5 March 2024,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0
Airlines that LACKS COMMON SENSE !,Trek01271859040,New Delhi - Chennai (Madras),"Indigo !!
We purchased 2 pieces of additional baggage for $900 each online while online checkin. While at the airport the airlines officials demanded more money saying that $900 is only for empty bag and we need to pay additional of 8k based on weight in the bag !!! Why would anyone pay to carry empty bag ??? So obviously the website was not clear ! To our surprise we saw couple of other passengers arguing with the staff on exact same issue .  The most frustrating experience was the rude behavior of the so called supervisor who walked away while talking and the incompetent staff who could not give any sensible answer but repeating the same scripted paragraph “pls report this and we will notify to our higher officials “ !! After sorting all these we attempted to pay for some kilos but they said you cannot pay online within 2 hours of departure window ! Another shock to see that we have to pay extra 25% if we had to pay at  the counter !! Total mess and this company needs a revamp of process and people to sustain in the industry.. if not another good candidate to RIP !!!",Domestic,1.0,March 2024,5 March 2024,2.0,3.0,1.0,1.0,1.0,4.0,5.0,1.0
Do not fly with Indigo international,Ridhi S,New Delhi - Istanbul,"I will not fly with indigo international ever again. Shame on their service!! Who asks to pay for tea on international flights?? There is no jn flight entertainment, no blanket or earplug provided. Very poor quality and service. I think they don't understand or know how to operate long international flights. I asked for a better seat and somehow was downgraded to a worse seat. Worst customer service!!",International,1.0,March 2024,5 March 2024,2.0,2.0,1.0,1.0,1.0,3.0,2.0,1.0
No compassion flight,wonderwomanwendy75,Pune - Goa,They kept us standing in the sun on the tarmack before boarding the plane. The line stood still for 10 mins in the 2:15 pm Pune heat. No compassion . Zero service.,Domestic,1.0,March 2024,4 March 2024,2.0,2.0,1.0,2.0,2.0,4.0,1.0,1.0
0 zero,Tesco T,New Delhi - Istanbul,Don't like to fly again with indigo no proper service it is a international flight I asked for a single black tea flight attendant asking me money rudaly indigo is so poor I never recommend indigo to any of my friend bed experience,International,1.0,March 2024,4 March 2024,1.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0
My experience with indigo,Curious35667172405,Birmingham - Mumbai,"Flight 0/10
Service 0/10
Food 0/10
Comfort 0/10
Customer experience 0/10.

They don’t have any international customer care unit. If they are operating in UK they must have a office there where we can contact and ask for our preferences.",International,1.0,December 2023,4 March 2024,1.0,1.0,3.0,1.0,1.0,3.0,3.0,1.0
Horrible experience.. AVOID INDIGO,Avishek D,Kolkata (Calcutta) - Jaipur,"2 words Horrible harassment by Indigo.. flight was at 2:15, delayed multiple times.. it was Gate 16 but suddenly at 1:30 pm we were told to move to Gate 107, frm one end of the airport to another while Vistara staff came to Gate 16.. indigo staff was blaming airport authority for this change.. with senior citizens travelling with us it was a horrible start to our vacation.. this only shows that Indigo is at the bottom end of the priority list.. finally flight left at 4 pm.. avoid this airline..",Domestic,1.0,March 2024,4 March 2024,5.0,5.0,1.0,1.0,1.0,5.0,1.0,1.0
Worst flight ever,Sightsee53218409693,Bhubaneswar - Kolkata (Calcutta),This is the 3rd time in the last year Indigo has delayed flights and I have only flown three times within India. Horrible service.,Domestic,1.0,March 2024,3 March 2024,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Very bad ground handling staff,Udara M,Kochi (Cochin) - Chennai (Madras),"“Very bad Ground Handling at cochi air port”

I along with my 2 friends traveled on 6E387 flight on 2nd march 2024 cochin to chennai and chennai to colombo. Both the flights were Indigo flights. There was very bad ground handling staff i have ever met. There was a lady she doesn’t know even how to talk with his customers(little bit chubby girl , sorry I don’t know her name actually). After big confusion i Deal with good gentleman. i was deal with him and got a solution for my issue and he coordinated with me as a gentleman.🫡. Surely i will never travel in indigo.",Domestic,1.0,March 2024,3 March 2024,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
WORST AIRLINE EVER!,Xavier M,Singapore - New Delhi,"Worst airline ever, closed the plane door. Told us we are going to another airport to refuel. Nothing was offered due to adding 3-4 hours of travel time. 

Having issues with getting a refund from them too. They wont justify charges and havent refunded me for 1 flight which was 2 months ago now. You owe me over $1000!",Asia,1.0,January 2024,3 March 2024,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
never again so unprofessional,hunders,Mysuru (Mysore) - New Delhi,"I,ve been flying with indigo only recently always using their 6e higher fare to allow 20 to 25kgs checked in luggage and more legroom in the front of aircrafts, I'm certainly not interested in their lack of beverage choice and awful sandwiches. I bought some ayurvedic medicine in mysore and my suitcase reached 26.5kgs, with delight, attendant informed me I had excess baggage to pay ... I knew budget airlines are sometimes tacky (I never fly Irish Ryanair), but this is ridiculous. There is sufficient competition in the Indian subcontinent to avoid indigo in the coming years, I hope they are hit hard at the next health crisis. Flights Mysore-hyderabad-Delhi 6e7141 & 6e2179",Domestic,1.0,March 2024,3 March 2024,5.0,3.0,N/A,3.0,1.0,3.0,1.0,1.0
"Bad airline with bad process, never fly",Kaitlyn S,Male - Bengaluru,"Horrible airline. We had an 2 hour stop over for an international transfer. Indigo took us to the international transfer area, but did not process our documents for over an hour and 45 minutes. We barely caught our connection. The staff was rude. The airport staff was rude. We just wanted to eat and use the bathroom before our next flight and they did not care. We had to fight with staff to get them to process our transfer (the only airport in the world where we needed an airline to clear us before transferring) and had we not, we would’ve missed our flight. Never flying this airline again.",Asia,1.0,February 2024,2 March 2024,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Very bad experience,Mobile40316635205,Mumbai - Udaipur,"Indigo crew is highly unprofessional,I reached 1-1/5 hr back inside the airport line for baggage drop.It took me 20 mins in the line n suddenly a crew member came n asked to do direct boarding to the counter.There the officer in charge denied me to board the flight, saying that the counter is closed,n you have a big luggage size without weighting the luggage.I had to travel urgently as I had  doctor appointment but they refused 4 of us so I had to book an immediate flight from vistara of about 20k.This is highly shameful of indigo airlines officer.When they delayed the flight back from Udaipur I didn't say anything but did they pay allowance for anything.",Domestic,1.0,February 2024,2 March 2024,N/A,N/A,N/A,1.0,1.0,N/A,1.0,N/A
refund the amount,ABAD T,Dhaka City - Riyadh,i suggest to everyone to dont use thier service we have many more options becuasre once you booked your ticket and they got recived theier money then they dont care about your flight you attend you missed and even they wont repply through customer services email or contact number,International,1.0,February 2024,1 March 2024,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Disaappinting experiencw,Nomad46251858506,Brisbane - Amritsar,"I Booked flight with indigo, my experience was not good with them espeacially at the dehli airport for connecting domestic flights. They  did not print the tickets properly. Sometime they even don't know what they are doing. And the most noticable thing is that the number they provide for support that is not working.",International,3.0,March 2024,1 March 2024,4.0,4.0,4.0,1.0,1.0,3.0,3.0,3.0
Worst service of INDIGO,Sunshine15193287403,Jaipur - Surat,"For boarding pass those who stand in que have to stand and csa entertaining late comments first. Then what is the meaning to reach airport early. During the transfer from boarding gate to plane they put as much as passenger stand in coach. Even i can't breath properly. And at last moment they change boarding gate and there was no proper arrangement at gate. 
The worst service provider INDIGO. Please try other airline before traveling with INDIGO. And recommended DGCA to take action against them as if any passenger can infected or die due to short of air to breath.",Domestic,1.0,February 2024,29 February 2024,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"Terrible, I hope they shut down",Mimi A,Goa - Nairobi,"Worst airline ever. Paid for flexible flight, found out at the checkin it wasn’t flexible, first leg of my flight delayed by 2hour and 40 minutes, they didn’t help with anything, I missed my connection to Nairobi. They didn’t even provided for meals. My luggage was damaged, I need to change it now, and they never helped with anything. Their staff was very dismissive with everything.",International,1.0,January 2024,29 February 2024,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Worst airline ever,John S,Singapore - Istanbul,I thought I've seen worst but this is even worse than the worst airline experience I've ever had. No food or on board entertainment whatsoever during the long fllights to and from my transit in New Delhi from Singapore with Istanbul as final destination. I'm fine with that but the on ground experience has been terrible. At the gate I was told to go to desk for document check and asked to show visa to my final destination which is after Istanbul and has NOTHING to do with my flight with Indigo. And worst of all I lost my carry on luggage (that I was told to leave at the gate) once I arrived in Istanbul. That never happens in all of my 25 years of frequent travel. All of those reviews you've seen about lost luggage & bad customer service with Indigo are completely true. Their cheap fare is not worth it. I regretted not checking Indigo's reviews before taking this airline for the first time on this flight.  Looking back I would rather just pay more than taking the bait of cheap fare from Indigo. Avoid it,International,1.0,February 2024,29 February 2024,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"Always ""der se aaye""",Krunal,Mumbai - New Delhi,"Always ""der se aaye""
Indigo has always delayed and it's quite irritating to fly with them.

Going to avoid flying with them hereafter.",Domestic,3.0,January 2024,28 February 2024,3.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0
Nightmare trying to get a refund,Alessandro V,Mumbai - New Delhi,Worst customer service ever. Waiting for a refund on a cancelled flight for more than 2 months and still nothing. They keep sending the same annoying email to every inquiry I make.. How I wished I had pay the extra dollar and picked Air India!,Domestic,1.0,December 2023,28 February 2024,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Disappointing, Appalling, Harrassment and Misrepresentation of policies & procedures",Connector06924449166,Dubai - Chandigarh,"My recent experience with Indigo Airlines was utterly disappointing. The check-in ordeal involved undue harassment, with staff misrepresenting policies, and measuring handcarry + laptop together, asking for excess baggage. The laptop is always measured separately and the staff at checkin counter didnt agree, till I called manager and confirmed it. Just shows how manipulatively they are tricking people to make money Additionally, a significant flight delay, amounting to 8.5 hours. The airline was diverted to Muscat because of air traffic congestion but was later delayed because the shift of the crew was finished. Rather than paying the crew for extra hours, or maintaining a standby crew, a new set of staff was called from India, leading to a longer delay. 
This is directly attributable to the airline's cost-saving measures, underscored their profit-centric approach, severely inconveniencing approximately 120-150 passengers. Moreover, the new crew's discourteous behavior towards customers enduring the prolonged delay further exacerbated the negative experience. This just highlights Indigo's prioritization of financial gains over customer satisfaction.",International,1.0,February 2024,27 February 2024,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Worst,GrandTour28067616711,Mumbai - New Delhi,The cabin above seats were dirty and my bag got stains bcz of it. It’s so pathetic. Everyone one or the other disappointing service they give,Domestic,3.0,February 2024,27 February 2024,1.0,1.0,1.0,4.0,2.0,1.0,3.0,3.0
DID NOT PROVIDE MEAL EVEN WHEN I PREPAID FOR IT,vishwa s,Ahmedabad - New Delhi,My mom had booked a meal plan with my ticket. Someone was already sitting in my seat 2F and asked me to sit in their seat 2A because they wanted to sit together since they both were window seats. They gave my meal to the person sitting in my seat without even checking their name and when I asked for a meal they did not provide me even when I showed them my boarding pass. Never flying Indigo again even if I have to pay twice the amount for another flight.,Domestic,1.0,February 2024,27 February 2024,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Our Director sir of RK Netralaya Varanasi,Quest15102132055,Varanasi - New Delhi,"Our Director sir of RK Netralaya Varanasi,
Dr.RK Ojha travelled with this airline from Varanasi to Delhi Flight No 6E 6362.
Very impressed with the services of this airline.
Best Experience.",Domestic,5.0,February 2024,27 February 2024,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
UNRULY INHUMAN COUNTER STAFF AT COIMBATORE AIRPORT,ramsrini v,Coimbatore - Dubai,"My Son booked on Indigo PNR YSQ2HC for travel from Coimbatore to Dubai on Feb 24th was denied Boarding at Coimbatore by Indigo staff. 
No explanation was provided to us despite our approaching Indigo offices in Dubai and India. 
He was on a Tourist e-visa and without ECR on the passport. 
Ten days prior departure Indigo Dubai office confirmed that OK to Board was not required. I have the email with me. 
However Indigo Coimbatore counter staff and counter supervisor refused to issue Boarding pass because Indigo Dubai office did not issue confirmation of visa which they demanded when my son presented himself for Boarding 3 hours pre-departure. 
Indigo staff behavior was unacceptable and it appeared to be a case of deliberate targeting of my Son to accommodate other preferred passengers. 
My Sons PNR was with Fast Forward paid but he was the LAST one to be issued Boarding Pass. It appeared to be a deliberate act. 
AVOID INDIGO - THEY ARE NOT CREDIBLE AND THEIR STAFF ARE UNRULY INHUMAN AND UNACCOUNTABLE.",International,1.0,February 2024,26 February 2024,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Pettiness,Praful888,Kolkata (Calcutta) - Mumbai,"I would have given a 4* rating if it wasn’t for the poor service at checkin. I appreciate that there is a 15kg weight restriction but I would have thought that the manager/staff had some authority to waive the charge is one was over by 1kg! But no, they insist on payment for excess! This I see as small-mindedness and petty. It is time a competitor took this monopoly away from this airline.  I will think twice before travelling with them again.",Domestic,2.0,February 2024,26 February 2024,3.0,3.0,N/A,4.0,3.0,4.0,1.0,2.0
Terrible,Odyssey19422811607,Ahmedabad - London,Terrible Experience. Had the confirmed PNR but Indigo were not able to generate the e-ti cket from their system & they told me that Indigo can not reschedule or rebook your flight. Had to waste whole day & booked another airline,International,1.0,February 2024,26 February 2024,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Flight delays are quite common with Indigo,visheshtyagi76,Mumbai - Bengaluru,"This is not the first incident when flight is delayed for long hours. Very often Indigo flight gets delayed and passengers suffers. Technical glitches are quite common these days. This not that Indigo who claims to be on time always. Of such conditions remains same, people will stop taking these flights, no matter how economic the fare is.",Domestic,2.0,February 2024,26 February 2024,2.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0
Great service and very efficient,David T,New Delhi - Varanasi,Very impressed with this airline. We had 4 internal flights with Indigo on our trip and had a great experience every time.  Aircraft were modern and comfortable and staff were helpful and friendly. Flights were on time and they were well organised,Domestic,5.0,February 2024,26 February 2024,5.0,5.0,N/A,5.0,5.0,5.0,5.0,N/A
"Disappointed, Frustrated and Exhausted",Arjun S,Kochi (Cochin) - Dubai,"I am writing to express my dissatisfaction with the recent delayed experience on flight 6E 15 (Kochin to Dubai) on Wednesday February 21st. Despite understanding that unforeseen circumstances can arise, the lack of communication and transparency regarding the delay was highly disappointing.

We were scheduled to arrive at 21:15 Dubai local time at Dubai International Airport. However for about 35mins our flight was still airborne and that's when the Captain announced that they have to divert our flight to Sharjah International Airport due to a situation which is 'beyond their control'. Please note we were stranded inside the flight for the next 5 hours without receiving a possible explanation for the prolonged delay. 

Furthermore, the lack of updates or assistance from the airline staff during the delay added to the frustration of the passengers, including myself. It is imperative that passengers are kept informed promptly and provided with adequate support during such situation.

I would appreciate a thorough investigation into the causes of the delay and measures taken to prevent similar occurrences in the future.

Sincerely,
Arjun Suresh",International,1.0,February 2024,25 February 2024,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Lost bags .. Kindly check the status of our bags and revert us back,ayushi j,New Delhi - Hong Kong,Lost 2 of our bags. Cabin bags were kept in main luggage on gates telling us that they don’t have enough space inside and kept the cabin bags in main luggage . After reaching the destination 3 of our cabin bags are lost.,Asia,1.0,February 2024,25 February 2024,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Pathetic,Ashish K,Hyderabad - New Delhi,"I On Boarded the flight at 4:15 PM today which took off at 5:00 PM from Hyderabad, inspite of sitting for 45 min the AC was not working and I felt hot and was sweating so I called the inflight cabin crew member-1 and said ok and left (ignored) then after the flight took off I again called them and this time second crew member-2 came and she was very polite and said that ""sir I will do the needful and asked member-1 to give me a glass of water"", the member-1 never came back to me. After some time when it became unbearable I again asked for help, this time member-1 came and harassed me (with tone and words) infront of all other passengers and said ""why you are pressing button again and again we told you that AC is at 18 degree and now neither we nor our captain can help you your AC is not working what can we do?"" and left, I was shocked and embarrassed by her words. Seeing all this my co passenger (She was very kind lady) offered me the AC vent above her seat and adjusted the same. In a flight of approx. 2 hours I was not offered water and moreover after embarrassment and harassment I did not pressed the help button either. Member -1 kept on roaming and asking for tea coffee to all however she ignored me everytime , never did they asked me if I was ok. In a flying hours of approx 2 hours more than 1:15 hrs I was sweating and felt suffocated however I did not wanted to disturb others so kept quiet. Pathetic, it was feeling of traveling in roadways bus where you cannot even open windows. Once we reached Delhi , while onboarding both the members ignored me as if I had done some crime.

After reaching delhi I narrated the incident to a person in your counter near belt7 terminal 1 named Bhuvesh he just said that we will look into it and did not shared any one's number or email I'd and said that we will call you.",Domestic,1.0,February 2024,25 February 2024,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Worst airline - waste of time and money,Freedom64148744716,Dubai - Mumbai,"Indigo has become the worst airline . They are just doing anything. I had a flight today from Dubai to Lko 10:30 approx i was about to reach lucknow to visit somewhere in very urgency and now everything has changed - without any prior info have to go dubai to mumbai . 6 hr waste of time at mumbai airport then to lko 

Seriously !!! Why you are playing with the customers ???",International,1.0,February 2024,25 February 2024,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Horrible experience with Indigo airlines Doh-Hyd flight. international flight made as worse than domestic,Sherpa62702517382,Doha - Hyderabad,"My horror story with Indigo – Qatar airways codeshare partner 
My troubles started with the moment I decided to take Indigo connection for the final leg of my trip, HYD-DOH-DFW-DOH-HYD...it was a business class ticket in Qatar airways and I had to take Indigo for the DOH-HYD leg, because if I would have wanted the business class for that leg also in Qatar, it would have been a long lay over. I travelled by 6E1318 on 24th (seat 15A). 
But, here is the saga before that. I reached out to Qatar airways well in advance, to seek permission to use the business class lounge at Doha on return. There were issues but that is more with Qatar airways and I will take it up with them. I tried using the same PNR in ‘manage booking’ in Indigo site to find, what will be my seat. Obviously, the so called codeshare is a joke since it said ‘invalid PNR’. Indigo said that they will get back when the 48 hour window opens before travel. Needless to say, Indigo never got back. 
Qatar airways said, they can’t print an indigo boarding pass and that led to numerous difficulties both in lounge, security as well as as simple us buying in Doha duty free, when I didn’t have the onward boarding pass. Finally, I figured out the gate in Doha and it was B2, which was near to the lounge and hence I planned the time of leaving the lounge accordingly. Just before leaving the lounge, I checked the boards again and I was shocked to see that the gate had changed to C85, that meant a much longer walk. I had to cut short my shopping and run. The moment I realised that it was a downward escalator near C12 that leads to the C8x gates, I realized that it is the same old Indigo ‘kanjucy’ trick of ‘bus’ transport. I reached the C8X series of gates. From the vast, calm, well spaced, well managed gates upstairs in Doha, the C8X gate space was a sea of humanity. There was panic everywhere, long lines, crying babies, fights, squabbles and all kinds of announcements. It looked like a village bus stand on a shanty day or better fish market.
 I worked my way to my gate C85 and it was a clear 90 minutes before the flight time but Indigo had already commenced boarding and there was panic everywhere. I joined the serpentine queue (no separate line for Business class since it is all cattle class in Indigo anyway). Finally, I got my boarding pass and it was seat 15A. So much so, for the Qatar assurance that I will get a good seat and Indigo promise that it will be seamless and 48 hours hour before they will allocated the ‘right seat’. Now came another shock, I had a carry on and a laptop bag and no other bag, as part of my business class ticket. The Indigo staff were rude and they snatched the carry on trolley but they were equally rude to all. Then the bus trip began and even the familiar Indigo ramp was NOT there and there was the ladder climb with my laptop bag (now much heavier since I had to repack some valuables hurriedly before the Indigo Nazis took away my carry on trolley). I was seeing that old people, who had take the other US flights & connecting at Doha via Indigo struggling to climb the ladder. 
Anyway, onto seat number 15A. It was a hard seat with the adjustment button for tilt, forcefully removed (maybe it is an exit row seat in some other configuration but in this the exit rows were 2 rows before). The flight left on time and the so called Indigo service began, after about an hour. I had prebooked AVML. When the hostess were near 15x seats,,,the one ones from the forward galley stopped at around 12x and the ones from the rear galley stopped around 17x. They ran out of everything and were going back & forth from pilferaging from each other to serve the respective, last seats. Anyway, finally the trolley made its way from 17X to 16x to 15X and it had taken 45 minutes more. That is 1 hour and 45 mins later, from the wheel up time. The hostess handed off that tiny bag consisting of a cookie, cashew and a mixed fruit drink. She said, she will get me a sandwich and that took about 20 min more. Given the stale sandwich, I returned the same and asked for water and coffee. The hostess refused the same, since the seat belt sign had come on due to turbulence. After some 10 mins, the fasten seatbelt sign went away and I pressed the button to get the hostess. Noone came for about 20 mins and when one finally came, the fasten seat belt sign came on again and she said, she can’t serve coffee. No water either. Now, as soon as she went back, the fasten seatbelt sign was off and I pressed the button again. Again a long wait and she came to find out as if it is a totally new case. Asked for coffee again and she went back and never came back. That is that. So, in a 4 hour flight, Indigo couldn’t find a window to serve coffee or give a cup of water to me. 
Then came the landing in Hyd and needless to say, it is a remote bay since Indigo’s aim is to screw the passengers as much as feasible. All the international gates and aerobridges were open in Hyd (except Oman air standing), the gates were wide open but Indigo had to save the money and hence they went to remote bay. The manual ramps were slided in, after a lengthy delay of 15 minutes. (I was watching from my window seat. The staff on ground were bored and were in no hurry to get the ladder). 15X seats were the last to get down since it was midpoint and we had to take the last of the buses. Now, on to the bus. It was super crowded. Many passengers were returning to India with their children, for the 1st time post covid and this was the experience, Indigo gave by stuffing them. The bus was a brand new electric bus but something is wrong with these buses, It does not crawl more than 10-15 kmph speed. The driver drove it slowly and it was a long drive to get to the international arrival gate. The driver did not switch on the a/c and the passengers were suffocating and when asked, the driver refused. An argument started and the driver stopped the vehicle, to argue. Finally, he switched it on and it was an ugly altercation in Telugu & Hindi. So, we landed at 8 and after long taxing to remote bay, slow ladder pull up, last bus and the argument, we were at the gate at 9.30 AM. That was 90 minutes since touch down. The immigration, customs and baggage (thank God) took 10 minutes each and I was in the taxi after about 45 minutes. End to end, from touch down – door to door, I reached home at 1130AM that is 3.5 hours after landing. 
· Indigo has converted every international flight as cattle class · Codeshare is a joke. No seamlessness to manage the booking and get your boarding pass in advance
 · The crew is ill-trained, ill-equipped and the cattle feed you throw on the face of hyd-BLR flight can’t be same poultry feed you throw on an international trip passenger, esp coming from Business class. You can not handle with the same equipment, same poultry feed dishes, same ill trained crew, of what you dish out for India domestic flights, when flying international routes, even if the distances are small
· Stop using remote bays once and for all. Eradicate your methods of saving costs at the experience of passengers · And train your crew to be sensible and sensitive",International,1.0,February 2024,25 February 2024,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Indigo Airlines Worst Flight,Yogi,Kochi (Cochin) - Dubai,"Worst Airline, Wish I read reviews before booking.
I had connecting flight to London from Dubai. Suppose to land at Dubai at 21.15 
Instead diverted flight to sharjah Airport. Had some issues at Dubai Airport. Pilot informed will take off soon when Dubai Airport gives clearance. Pilot n senior staff crew decided to take advantage of this by refuelling and do maintenance while waiting. While Dubai had given them clearance  like to all airlines Indigo were not ready to take off the flight because they wanted to complete thier maintenance. However I informed them as i will miss my connecting flight to London.  They assaured me that indigo office at Dubai will take care of this for me. This was delivered by senior member of staff Nitin from sharjah Airport. Flight landed at 3.05am after 6 hours delayed. After immigration and baggage claim headed to indigo office. Office was shut and was waiting outside until 6.30am. Not to my surprise the staff denied everything about helping me to get another flight. After few minutes the gentleman accepted they had a call from Nitin to sort this out for me to travel onwards. The lady was very rude and called Nitin to ask what they should do with me. She was very angry for Nitin to direct me to the office.  Nitin infomered her, I wanted customer not to cause any this issues in the plane. He agreed to lie to me all about help from the office. Basically all Indigo culture been taught to lie to thier customers. Never ever use this unthecal flight carrier ever again. Keep away from Indigo Airlines.",International,1.0,February 2024,24 February 2024,3.0,2.0,2.0,1.0,4.0,4.0,4.0,1.0
Fraud Airline,Trek38708192301,Rome - Mumbai,"Extremely bad and unprofessional airline. first they moved me to a different flight increasing my travel duration by more than 4 hours and then due to their mistake, I was denied boarding at the airport. I had to book a new long distance flight at that very moment. Then I have not received any compensation for this service nor a refund till date and when you contact customer care, they keep you on hold for so long hoping that any customer would be turned away",International,1.0,February 2024,24 February 2024,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
So arrogant and reckless staff,drrajinipriya,Visakhapatnam - Hyderabad,"Worst services ….. not at all flexible
Reached 45min prior to flight departure, they closed kiosks and counters saying we are done… cannot they be flexible by issuing a boarding pass once in a while for customers who are frequent travellers and at least not in a busy airport like Visakapatnam !! So sad

They say we want to assist to you to next flight by making us pay in high amounts …
Too much of business minded staff",Domestic,1.0,February 2024,23 February 2024,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Flight got delayed leading to missing of connecting indigo flight,Sonia S,Chandigarh - Pune,"Terrible service and even post flight services
Customer service at indigo is terrible
In era of Tata providing great services through its airline indigo has become a nightmare for the passengers
Also, even the complaint desk is also useless and completely lacks empathy",Domestic,1.0,February 2024,23 February 2024,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
