title,reviewer,travel_root,text,flight_type,rating,travel_date,reviewed_Date,Legroom_rating,Seat comfort_rating,In-flight Entertainment,Customer service,Value for money,Cleanliness,Check-in and boarding,Food and Beverage
Waste of time and just to cheat customers,Passport19659681527,Bagdogra - Bengaluru,"Spicejet worst customer service. They will make you wait hours and hours when we call to their toll free number. We did book 4 tickets and paid 78k and we did loose our money and no one even bothered. We did not get any tickets and they asked to write email to custrelations email and it was guaranteed we will get reply within 24 hours, no one gave any reply and we did lot of followup and there was no use. Finally I contacted my bank and they said we will get refund within 3 working days. This was a very bad moment where our flight rates went high while re- booking.

Never book tickets through spicejet you will loose money and wil have to wait for redund.",Domestic,1.0,March 2024,25 March 2024,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
didnt let the passenger in india to travel bcz of OTB not send by the airline neithr by travel agency while booking paid,emilie a,Amritsar - Dubai,"I am the HR of the company I HAVE BOOKED THE FLIGHT TICKET ONLINE VIA MAKE MY TRIP with SPICE JET Airline PNR: FINR4E and do the payment online successfully and received the ticket details and invoice 1,322 aed , suddenly the passenger called me told me they didn't allow him to travel from India because of OTB. I have contacted make my trip and told me it’s the airline responsibility to send me the OTB and I have never received any message or email from the airline regarding this OTB requirement to let the passenger travel neither from make my trip. i do many bookings online with make my trip and i have never faced such issue before. we need to refund our money as this is your responsibility to provide the full details before you take the money of the people, this is not a free of charge. and before we do any booking of the flight, we make sure that the person coming to Dubai with new employment visa has already get approval from his immigration in India.

I am requesting a refund of the ticket to the same credit card we did the payment with.
AND NOW spice jet is claiming it is the fault of the agency make my trip and make my trip is claiming that it is the fault of the airline spice jet to whom we made the payment. what a shame they are stealing the money of the people and non professional agency and airline to work with. and their stuff and supervisor are impolite and unhelpful.",International,1.0,March 2024,24 March 2024,N/A,N/A,N/A,1.0,N/A,N/A,N/A,N/A
Worst airline please provide use meal   that's not fear 😮😮😮 ok 🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏,Explorer20549855011,Jaipur - Guwahati,"Flight delayed worst airline in which I have travelled 3 hours late 
No lounge excess provided too much late 😔😔😔 very bad",Domestic,2.0,March 2024,24 March 2024,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Worst experience with spicejet …never go for this in emergency 🚨,Sonali Soni,New Delhi - Patna,"Never book spicejet in emergency , either it ll get cancelled or delayed mostly about more than 12 hours….i literally had a terrible experience with spicejet i highly recommend never go for this flight",Domestic,3.0,March 2024,23 March 2024,2.0,3.0,2.0,1.0,1.0,2.0,2.0,3.0
Don't travel by spicejet,Departure60516594018,Bengaluru - Kolkata (Calcutta),"Worst, simply Worst airline, please opt other airline. My flight 2 times revoked and finalized at late night. Acual flight was in early morning at 5 am, organization rescheduled at night  8 pm then again rescheduled 11:40 pm of the same day. Nothing but a harresment.",Domestic,3.0,March 2024,23 March 2024,1.0,1.0,N/A,1.0,1.0,1.0,3.0,N/A
Worst Ground staff at Delhi airport.,Sightseer64231672841,New Delhi - Varanasi,"Airline crew was excellent. Ground crew is terrible, the airline policy / the ground staff is unfriendly. Looks like the policies are made to harass the customer and not to make a good experience. Extracting money on petty issues. Levying many useless extra charges while check in. Worst experience so far in my 40 years of airline travel. Not only me, many other fellow passengers were grumbling about poor policies and rude staff.",Domestic,4.0,March 2024,23 March 2024,3.0,4.0,4.0,N/A,3.0,3.0,1.0,4.0
Great service,anthonysagayam,Jodhpur - Union Territory of Pondicherry,"The crew was very kind and attentive. Especially Pallavi, rendered great care. Appreciate the service and will definitely recommend",Domestic,5.0,March 2024,23 March 2024,5.0,5.0,N/A,5.0,5.0,5.0,5.0,5.0
Worst flight company worst experience,Resort26624766408,New Delhi - Kolkata (Calcutta),Terrible experience .it late for 5hr.after they still waiting for passengers next 30min.they don't bother for their passanger.not their time.Don't board spicejet ever,Domestic,1.0,March 2024,19 March 2024,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Wonderful,Compass29140417332,Pune - New Delhi,"Very clean flights n staff is very prompt n charming
I like the flight ambience.
Take off n Landing was also noticeable
Overall good experience",Domestic,4.0,March 2024,19 March 2024,5.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0
Good experience of not so easy passenger,piyush,New Delhi - Shirdi,The flight was smoother than expected! The staff was courteous which overshadowed the system error and slow pace at work. But still it was excellent I’d say.,Domestic,5.0,March 2024,19 March 2024,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Nice to fly with SpiceJet,Subhash Bagade,Pune - New Delhi,"Flight was clean and nice. Started on time reached before time. Cabin crew was good . Travel experience was excellent . My wife selected wheelchair assistance, which was provided properly.",Domestic,1.0,March 2024,18 March 2024,5.0,5.0,1.0,5.0,5.0,5.0,5.0,1.0
Lot of thanks....,Voyage08535988525,Mumbai - New Delhi,"I really appreciate for spice jet for refund me  for  my missed flight on 10th March  , i suppose to be flying on 10th March Bombay to delhi 1:50am but unfortunately I wasn't able to reach in the airport on time and I missed out my flight",Domestic,1.0,March 2024,18 March 2024,1.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Donot book Spicejet, customer care service number never reachable",Travel54522634459,Bengaluru - New Delhi,"Very very worst airlines never come across such a bad customer service.
We have booked flight tickets from Bangalore to Delhi flight and connecting flight Delhi to Srinagar for Saturday 6th April..booked  in Jan 2024  well advance booking done and confirmed.
Unfortunately in the March mid of month without any intimation, airlines changed booking date postponed from 6th April Saturday to 8th April Monday.

Complete our travel plans gone for tose ... customer care number useless as it will never connect.",Domestic,1.0,March 2024,18 March 2024,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Nice crew  and timely departure n arrival,Mobile63586084683,Jaipur - Chennai (Madras),Nice experience.. crew was giving good service as there were proper announcement from captain on where the flight was flying and also flight was on time.,Domestic,5.0,March 2024,17 March 2024,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Terrible experience faced by my 15 year old son,Go42103209216,Patna - Bengaluru,"Worst Airlines!! Unreliable, unpredictable, unprofessional and most importantly irresponsible -- will never ever book flights on this airline. Customer care never picks up.....!! Passengers reach destination after 4 hours delay without luggage . .... luggage not even loaded in the plane...which airline does this....only Spicejet!!",Domestic,1.0,March 2024,17 March 2024,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Stinking Flight and extreme Delay with no explanation,nch,Bengaluru - New Delhi,"Flight was first of delayed for 2 hours 20 mins , they said 1 hour 40 mins delay did not explain the rest of the delay  and flight was stinking inside like rotten fish.",Domestic,1.0,March 2024,15 March 2024,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
Pathetic,Curious01105548500,Mumbai - Kailua-Kona,"It is horrible experience this flight suppose to start 3pm now it is delayed to 8pm, if anyone have important work or to catch other flights from your destination should not book spicejet.",International,1.0,March 2024,14 March 2024,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Just Wow,Explorer00144077133,Kolkata (Calcutta) - Shillong,"Amazing Experience. Flying with Spicejet was an absolute delight! From check-in to touchdown, every aspect was top-notch. The check-in process was seamless, and the cabin crew’s warmth made me feel right at home. The spacious seats and entertainment options kept me comfortable and entertained throughout the flight. Plus, the punctuality was impressive—I arrived at my destination right on time. Overall, Spicejet provided a superb flying experience, and I wouldn’t hesitate to fly with them again. Highly recommended for anyone seeking a hassle-free journey at an affordable price.",Domestic,5.0,March 2024,14 March 2024,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Don’t travel by SpiceJet,Venture26526811603,New Delhi - Kolkata (Calcutta),Yesterday I was suppose to come from Delhi to Kolkata. Very pathetic situation. At first the flight was delayed more than 2:30 hrs at the time of departure. The helpdesk people are useless. The services by the crew at the boarding pass issue point are disgusting. Recommend don’t book SpiceJet.,Domestic,1.0,March 2024,13 March 2024,N/A,N/A,N/A,1.0,N/A,N/A,N/A,N/A
Worst experience 3 hour's delayed,Travel14810991650,Bagdogra - New Delhi,"One of the worst airlines , 3 hours  flight delayed , please avoid them flight time 16:45 actually departure at around 20:00 terrible and full of frustrated",Domestic,1.0,March 2024,13 March 2024,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
VERY BAD TRAVELING EXPERIENCE WITH MY BABY,Fasna A,Kozhikode - Dubai,"I had a very unpleasant experience on my Spice Jet flight from Kozhikode to Dubai on 11/03/2024. I traveled with my 8-month-old baby. I had 30kg, 7kg, and 7kg of luggages, as well as a stroller and handbag. I requested the staff to put my both 7kg bags in luggage as I was alone travelling with my baby and i need to carry stroller and hand bag with me but they are refused to take my bags. Considering mothers and babies is important; I asked for 10 minutes, but they were not helpful. Afterward, the staff asked why I brought two bags when I was traveling with a baby*. SERIOUSLY !!! IS THIS SORT OF BEHAVIOR YOU EXHIBIT TOWARDS YOUR CUSTOMERS?? THEN WHY DID YOU MENTION BAGGAGE IN YOUR FLIGHT STATUS!!*! In the end, I had to carry two bags that were 7kg, a stroller, and a small handbag (baby food and diapers) with me. This is not my first flight with baby, in all other flights they had put my cabin bag in luggage as they give importantance to mothers and babies but Spice jet Very very bitter experience. Also the front seat was broken and it was in sliding position, we had a very little space in front of us and I don’t know how I sit there with my baby. I requested the crew to change my seat and they informed me that once the flight begins, they will inform me of any available seats. But I didn’t get any window seat as it was my special request while boarding since I had to feed my baby.

*This is my humble request to all mothers who is planning to travel with their babies, don't choose spice jet flight your journey will be spoiled.*",International,2.0,March 2024,13 March 2024,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
Amazing flying experience with Spicejet!! They take care of you like a family ❤️,Venkatesh K,Jaipur - Chennai (Madras),Amazing flying experience with Spicejet!! Spicejet has greatly and vastly improved their services over last 5-6 years . Direct flights to major destinations within India is excellent !!  We really enjoyed as a family & they really take care of you like their own family ! Special mention to in-flight attendant Mr Mukul - he was excellent & helpful - as were all the other staff members of Spicejet family - all were helpful & amazing !,Domestic,5.0,March 2024,12 March 2024,5.0,5.0,N/A,5.0,5.0,5.0,5.0,5.0
Good,Go29275874054,Chennai (Madras) - Ahmedabad,Good service given by spice jet.overall experience is very good but spice jet should maintain the schedule departure time every time they are rescheduling the flight every time it should be maintained,Domestic,5.0,February 2024,12 March 2024,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"On time take off, landing. Courteous in flight attendants. Will recommend Spice Jet to others",Dr V Raghuraman V,Chennai (Madras) - Lucknow,"In flight attendants especially Ms Selva Lakshmi needs special mention for her courteous Service and pleasant manners. She is an asset to your company
DR RAGHURAMAN VARADACHARY
Trichy Tamil Nadu",Domestic,1.0,March 2024,12 March 2024,3.0,5.0,1.0,5.0,3.0,3.0,3.0,1.0
Worst experience!!,Inspire55971976617,Dubai - Jaipur,"The worst airlines ever! Do not travel using this airline. I landed back to Jaipur 5 days ago and still have not received my luggage. After standing for 1 hour at the conveyor belt I got to know that my luggage has been removed out due to payload. And now they are not responding neither to my calls nor my emails. I got in luck to contact someone he said that the luggage was already delivered, and this is the case when I reside in Jaipur only. Terrible experience! 
DO NOT FLY WITH SPICEJET",International,1.0,March 2024,11 March 2024,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Horrible experience,neetu s,Ahmedabad - Bagdogra,"It was a horrible experience with spice jet. I had both flight delay situations that still make me angry to think about it.
 I will never recommend anyone to fly with SPICE JET",Domestic,1.0,January 2024,11 March 2024,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Very Bad Experience,Avtar Singh,Dubai - New Delhi,"Very poor service, always delays.Should spend some more money & take indigo. Indigo is better. This is same like air india .",International,1.0,March 2024,11 March 2024,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Pathethic horrible ruthless helpless,Relax50198634723,Hyderabad - Pune,Staff at airport is absolutely unfriendly uncooperative cheater. Would never help you reveal the truth. I am a anesthesiologist and was stuckmim a emergency and had reached the airport  bit late. Gate closed in front of me and it displayed closed 1 min before while i was asked to leave but they did not helped just because i was having a bag with me. I begged them requested them but won't help at all. Told them and proved them that i was in a true emergency but ruthless people would never undestand. I really wish they or their cvv lose family member when would suffer from some emergency and dr should leave saying i am having my flight and let the patient suffer.,Domestic,1.0,February 2024,10 March 2024,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Excellent service,Camper51468660924,New Delhi - Chennai (Madras),Excellent service and air hostesses are so helpful. Good hospitality. Recommend to use spicejet . Good breakfast. Thanks,Domestic,5.0,March 2024,9 March 2024,3.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0
Never ever book your tickets on spicejet!!,Inspire64760199948,Kochi (Cochin) - Hyderabad,If you are planning to reach a destination on a particular time never should you choose spicejet!! It's not going to fly on time at all!!!,Domestic,1.0,March 2024,9 March 2024,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Good flight!,Nipun K Vig,Bangkok - New Delhi,"Comfortable flight, good experience booking with this service. Will definitely use it again and recommend it to others as well.",Asia,5.0,March 2024,9 March 2024,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Amazing flight to experience,Pankaj P,New Delhi - Pune,I had a very pleasurable experience flying with Spicejet. Your flight attendant Madhuri went above and beyond her duties to help passengers. It was clearly evident that Spicejet customer service was top notch and best in class.,Domestic,5.0,March 2024,9 March 2024,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Terrible! Avoid flying spicejet if you can,Manoj K,Pune - Dubai,"Spicejet flights are always delayed. Booking flights from DXB to India. On two occasions, the flight got postponed 3 times. Ex: flight was at 9pm but they kept rescheduling and finally departed next day afternoon. 

This flight surprisingly was not postponed but departed 30 mins late. Was still happy about it. But upon arrival one of my check-in luggage didn’t arrive. At least 30 passengers luggage was missed out at origin. We have had terrible experiences at least 4 times. I would avoid spicejet at all cost next time.",International,4.0,February 2024,9 March 2024,2.0,2.0,2.0,4.0,2.0,5.0,2.0,4.0
Very nice service and flight attendants.,OnAir36683181178,Bengaluru - Kolkata (Calcutta),Very nice service.The flight attendants specialy MISS Aastha was very polite and nice.The food was also so good.overall a nice experience.,Domestic,5.0,February 2024,9 March 2024,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Awesome pilot and staff,Wanderer15215187755,Goa - Bengaluru,"Awesome pilot and staff.. smooth take off and landing.. amazing staff with good positive attitude…,looking forward to fly with SpiceJet.. love you all and god bless you ❤️❤️❤️",Domestic,5.0,February 2024,9 March 2024,N/A,N/A,N/A,5.0,5.0,5.0,5.0,5.0
Get Lost spicejet MF’ers,krish K,Goa - Chennai (Madras),One and only worst ever airline that inda has right now. They will cancel the flights as per their wish. Never ever book flight from this bastaards airline you will end up somewhere else.,Domestic,1.0,February 2024,9 March 2024,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SG8104 review,Kumari S,New Delhi - Patna,"Worst flight I ever flew with. You will feel like sitting in bus , seats are so compact and even the tray height is near your knee, and the recliner button was also not working for entire row. Literally it was worst feeling ever.",Domestic,2.0,March 2024,8 March 2024,1.0,1.0,1.0,5.0,1.0,4.0,4.0,2.0
Spicejet happy customer,Fearless24772398121,Tirupati - Hyderabad,Spice jet crew was really amazing and have been very helpful accomodating my luggage . Thanks for their assistance I have had a good flight.,Domestic,5.0,March 2024,7 March 2024,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
DEL AMD Flight SG8193,Ravi Mishra,New Delhi - Ahmedabad,"I recently travelled from Delhi to Ahmedabad with Spicejet Airlines SG8193. My experience was fantastic. Right from ground staff to the cabin crew, all were courteous and did best of duties to make the air travel a smooth experience.",Domestic,5.0,March 2024,7 March 2024,N/A,N/A,N/A,5.0,5.0,5.0,5.0,N/A
Very Beautiful,Passenger10707241012,Chennai (Madras) - Mumbai,"Very great option for Domestic Travel, the meal provided was also better and good as compared to other domestic airlines .",Domestic,5.0,February 2024,7 March 2024,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Worst experience don't travel with spicejet,Nomad61137953576,Dubai - Pune,"Spicejet is worst service and flight among all other flights. Conjested seats, low quality food, not able to provide proper justification for your queries",International,1.0,February 2024,6 March 2024,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Guest great experience and apperception by miss Rupali bhagawale,Jet55456713183,Mumbai - Srinagar,I am traveling Mumbai to srinagar on 05 march 2024 Excellent service is given by miss Rupali Bhagawale she has good behavior and great communication skills I appreciate her service is given by to me great experience and she is very kind to help the passengers thanks soo much miss rupali bhagawale you make me good day good luck future thanks spice jet to have that type of employee,Domestic,5.0,March 2024,4 March 2024,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Flight rescheduled 15 hours before,Trip29713389344,Bengaluru - New Delhi,It was a very bad life experience with the spicejet because I booked the tickets to fly on 25th at 21:30 but unable to fly because the airline rescheduled the timing around 15 hrs before. Can you imagine 15 hrs before how someone can reschedule their planes like this.,Domestic,1.0,February 2024,4 March 2024,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Worst Experience with Spicejet,Hema Parihar,New Delhi - Shirdi,"My booking id ref: EMT129355714 on 08.02.24 ( Airline PNR : AJ7Z5V)  in that flight Staff Was so Rude, and Bad attitude. It was first flight with spicejet, I was travelling with my Family first time (5 memeber) staff was so rude like Vice Principal. None of crew was smiling it's like they don't want to work in domestic flight or they don't want to serve Indian. Specifically when we order water He was asking how many Glasses you want, if we are 5 and in the flight they serve half glass ( 8oz) , and we asked only 3 person, and it's there work company was paying for the service, 

I was clicking photo of my Mother, as it was her first experience in the flight, and Senior crew said, He will call police mean really I was doing crime?????????  He can be polite that time, but No he was so Rude. I'll never travel with spicejet. 

Lastly, Food was in the package, but on starting they said juice is NA at the moment and veg and nonveg both sharma was super cold. 

I'll not RECOMMEND Spicejet to anyone.",Domestic,1.0,January 2024,4 March 2024,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Unethical and unfriendly,Dream40023256854,Dubai - Kochi (Cochin),You should shut yourself down...Thanks for treating us passengers like animals.The whole crew especially at the  passenger check in were stupid and dumb.,International,1.0,March 2024,4 March 2024,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
On time and a friendly staff,Avinash,Pune - New Delhi,Excellent customer Service and on time service..Check in was smooth and staff assisted in every way..Would recommend to all my friends,Domestic,5.0,January 2024,4 March 2024,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Service with a smile and care,Curious294363,Kandla - Mumbai,"Very good flight. The airhostess was excellent. She was smiling, calm and very patient. Caring too. There was something different about her.",Domestic,4.0,March 2024,3 March 2024,3.0,2.0,N/A,5.0,4.0,3.0,5.0,4.0
I love spicejet,mayankgulf,Jaipur - Ahmedabad,"Best hostesses in beautiful dress up. 
Minimum crowd and well organised. 
Flights is small but decent and comfortable. Check in service was fast.",Domestic,5.0,March 2024,3 March 2024,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
All is good,Happiness63713789340,Colombo - Chennai (Madras),"Spice jet really keeping  their timing properly and staff were very friendly and giving respect to the passengers, thank you",Asia,5.0,February 2024,3 March 2024,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
It was a awesome journey by spicejet,Companion24138338994,Patna - New Delhi,"Journey was awesome, all crew members were good and cooperative. Thank you spicejet for good service at minimum cost. Thank you",Domestic,5.0,March 2024,3 March 2024,N/A,5.0,4.0,5.0,5.0,5.0,5.0,N/A
Personal review of recent Spicejet flight,Passport52392309954,New Delhi - Pune,Crew was very professional. Spicejet has improved a lot and the quality of food and services were also outstanding. I am a frequent flyer and used to prefer indigo but indigo has now compromised with their quality and I feel now is the time to move to spicejet,Domestic,5.0,March 2024,3 March 2024,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Worst experience from spice jet crew,Passenger39281283140,Kochi (Cochin) - Dubai,"Very very bad experience from air hostess named Esma , first worst experience because of her stubborn nature and lack readiness to help, because of this one person the whole crew got bad reputation and i felt this flight is not at all toddler friendly. And i thank dubai police for their benevolent support.",International,1.0,March 2024,2 March 2024,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Pleasant experience with spice jet,Companion19768860391,Chennai (Madras) - Port Blair,Our today's flight journey from Chennai to Port Blair through spice jet was very pleasant and the flight crew was very polite and helpful.,Domestic,5.0,March 2024,2 March 2024,4.0,4.0,1.0,5.0,5.0,5.0,5.0,5.0
Delayed flight and arrogant staff,AJ Ranadive,Mumbai - Goa,"One of the most worst experience in my air travel experience. Spicejet has disappointed me terribly today with a flight delay of more than 6 hours plus onground arrogant ground staff and in cabin experience where the ac was switched off until the atc gave clearance to captain (as per cabin crew). This added more fuel to the fire, fellow passengers felt suffocated and yet the crew wasnt able to help. Sadly this is the state in India where other airlines compete to give best experience and spice jet is competing to give worst experience to customers.",Domestic,1.0,March 2024,2 March 2024,2.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0
Lovely experience.,Daydream06448023839,Hyderabad - New Delhi,i feel better than another flight. Lovely experience. Me and my friend enjoy. Flight on time landing. we are fly in 36k feet high.,Domestic,5.0,March 2024,1 March 2024,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Nice experience,Sanjeev P,Kolkata (Calcutta) - New Delhi,Highly recommended for business travel. Nice on flights services. Cost effective. Covers almost all sectors in india,Domestic,4.0,March 2024,1 March 2024,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0
Excellent experience,Girish Patel,New Delhi - Khajuraho,Excellent service provided by spicejet always .specially crew members and Air hostage (both boys and girls) are very gentle.,Domestic,5.0,February 2024,1 March 2024,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Flight delayed for more than 12 hours,Mukul S,New Delhi - Patna,"Waiting for the flight since 4 am, it’s been a delay for more than 12 hours delay.. the behaviour of staff is terrible + they give no cancellation fee no refund.. regret taking flight from this airline",Domestic,1.0,March 2024,1 March 2024,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0
Third class service and dumb employees destroying customer satisfaction... Fake justifications and dumb attitudes,Pioneer21434161322,New Delhi - Kolkata (Calcutta),One of the third class services... All the employees are well trained to make customer fool and their attitude is like shameless.... When you guys will able to provide proper services??? Dumb,Domestic,1.0,March 2024,29 February 2024,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Nightmare spicejet,Rizwana B,Dubai - Ahmedabad,"7.25 pm flight to Ahmedabad from Dubai 29 th Feb kept on rescheduling finally boarding now on1 st march 1.52 am
The most pathetic flight airline ever!!
Thoroughly harassed, whole night travelling , its bent on making us sick 
Not bothered even a bit to even apologize No one answerable",International,1.0,February 2024,29 February 2024,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Left my iPad and SpiceJet lost and found team helped me getting my belonging back,Priyanka J,Shirdi - New Delhi,"Hi team, 

I would like to thanks SpiceJet lost and found team and special thanks to Kanika Kapoor , Sushant Shrivastva and Kajol in ticket counter who helped me find my iPad that I left in Shirdi to Delhi flight yesterday holding PNR no. W752PB, SG 8947. 
Would like to thanks customer care executive namely Bhanu and Shubham  as well for guiding me to go directly to the airport and meet team while  mentioning details in app about my lost item iPad .",Domestic,5.0,February 2024,28 February 2024,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Worst airline,Curious00865820372,New Delhi - Hyderabad,"Worst airline ever seen, continuously 4 times rescheduled. If you have any emergency trip don’t opt for SpiceJet 🙏🙏🙏🙏🙏🙏",Domestic,1.0,January 2024,28 February 2024,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Worst flight services of Spice jet,Meander38627539391,New Delhi - Hyderabad,"Very worst service and my flight ✈️ got delayed for 6 hours 

Actually departure is 855pm but we are now in flight it 230am still we are not flying. 

Very very worst service and very bad experience with spice jet",Domestic,2.0,January 2024,28 February 2024,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
Please don't book .. better take Volvo.,OnAir62466470481,Dharamsala - New Delhi,Please don't trust this airline. If you traveling spice jet don't plan anything. They going to cancel i spouse to travel dharmshala to delhi they postponed 2 time. Leter they just cancel. Become of this flight i miss my flight delhi to Singapore. When i talk to them they they don't have any alternative.. i have proof. Please be careful A....,Domestic,1.0,February 2024,28 February 2024,N/A,N/A,N/A,1.0,1.0,N/A,N/A,N/A
Floght delayed for 12 hours,Departure24219325287,New Delhi - Bengaluru,THE FLIGHT WAS DELAYED FROM MORNING 6AM TO EVENING 6PM. THERE IS NO DIRECT FLIGHT APART FROM THIS. PATHETIC. WHY WOULD I PAY FOR THIS IF IT WASN'T IN THE EVENING. I REQUIRED MORNING FLIGHT NOT AN EVENING. I WILL GO TO THE CONSUMER COURT.,Domestic,1.0,January 2024,27 February 2024,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Spicejet,Jaspreet Kaur,New Delhi - Shirdi,"Osm flying experience becoz of such a kind hospitality, kind nature of the crew members nd a safe landing .
Also i would like to add abt the duration of the flight spl thanks to pilot to land befr time",Domestic,5.0,February 2024,27 February 2024,3.0,3.0,2.0,5.0,3.0,5.0,5.0,5.0
Ok experience on ground best on air,Dream07943234743,New Delhi - Pune,"On group experience was not goo. 
No communication frm ground staff or by spice jet on flight status. 
In flight experience was good by staff Gayatri & Huzaifa, thanks to them",Domestic,5.0,February 2024,27 February 2024,5.0,5.0,5.0,5.0,5.0,5.0,2.0,5.0
Left my baggage on purpose due to overload,Escape40405991261,Dubai - Jaipur,"We had opted spicejet to attend a wedding for 2 days. This horrible flight has conveniently removed 2 of our bags because of their overload capacity and has not informed us till we have reached our destination. Firstly, all bags were under 20kgs. secondly, we had to be informed if such issues are there so we can selectively make a call.  Thirdly, they should not be sellinh tickets if they cannot take this weightload. Their response to our queries was just that they will ""try"" for tomorrow. For a trip that is only 2 days. I will not have my luggage for half my trip.

Thanks Spicejet. I will not use your services anymore. :)",International,1.0,February 2024,26 February 2024,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0,HR.,New Delhi - Ahmedabad,IWorst Flight .Not Supporting Staff and customers Care Number half hour busy.I will try many call.I have loss my money.and Book a new flight.Staff is soo rude.,Domestic,1.0,February 2024,26 February 2024,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0
"SPICEJET is a biggest SCAM, DO NOT book it",Sightsee40664651595,Amritsar - Dubai,"SpiceJet proved to be incredibly disappointing and untrustworthy in my recent experience. Traveling with my family, a total of six individuals, we embarked on a journey from Amritsar (ATQ), India to DXB (Dubai) on February 24, 2024. The scheduled departure time was 08:40 AM, with a connecting flight from Dubai to London Heathrow at 14:30 Hrs via Emirates. Our ticket was booked through the booking.com portal as a single ticket, rather than separate bookings to facilitate the connection.

However, our experience with SpiceJet quickly turned sour. Departing from ATQ, the flight was delayed by 55 minutes. Upon arrival in Dubai, we encountered further frustration as we remained onboard the aircraft for over an hour and a half without disembarkation. Initially, we were given excuses regarding weather conditions, despite the clear and sunny day in Dubai, and the optimal weather conditions for takeoff. Eventually, a member of the ground staff revealed the truth - the delay was due to SpiceJet's scheduling issues and the busy nature of Dubai Airport.

This delay resulted in us missing our connecting flight to London Heathrow. Expecting assistance from SpiceJet, we hurried to their counter hoping for a resolution. However, to our dismay, they refused to take responsibility or provide any alternative solutions. Their staff was unhelpful and dismissive, leaving us stranded in Dubai with our children. Consequently, we were forced to purchase new tickets at a staggering cost of £4061 to secure our journey back to the UK.

I feel compelled to caution others against falling victim to this airline's deceptive practices. SpiceJet's lack of accountability and disregard for customer welfare make them a company to avoid at all costs. 

Prabhdeep Singh",International,1.0,February 2024,26 February 2024,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Superb Flight,Nimit M,Mumbai - Bhavnagar,"Flight was really amazing, cabin crew was really cordial and helpful. I would definitely fly Spice Jet again without a doubt.",Domestic,5.0,February 2024,26 February 2024,5.0,5.0,1.0,5.0,5.0,5.0,5.0,5.0
